articleID,articleWordCount,byline,documentType,headline,keywords,multimedia,newDesk,printPage,pubDate,sectionName,snippet,source,typeOfMaterial,webURL
5acdd34a068401528a2a6f5a,1119,By DECLAN WALSH,article,"Military Plane Crash Is Algeria’s Worst Air Disaster, With 257 Dead","['Algeria', 'Defense and Military Forces', 'Aviation Accidents, Safety and Disasters', 'Deaths (Fatalities)']",66,Foreign,4,2018-04-11 09:20:08,Middle East,There has been little accountability for such tragedies in the past in the insular nation where the military holds the balance of power.,The New York Times,News,https://www.nytimes.com/2018/04/11/world/middleeast/algeria-military-plane-crash.html
5acdcf4d068401528a2a6f35,1414,By NATASHA SINGER,article,How the Social Media Giant Collects and Uses Your Data,"['Online Advertising', 'Social Media', 'Privacy', 'Data-Mining and Database Marketing', 'Regulation and Deregulation of Industry', 'Cambridge Analytica', 'Facebook Inc', 'Zuckerberg, Mark E']",68,Business,1,2018-04-11 09:03:07,Unknown,"Facebook tracks even nonusers as they surf the web, and House members grilled Mark Zuckerberg, Facebook’s chief executive, about the practice during his second day of hearings.",The New York Times,News,https://www.nytimes.com/2018/04/11/technology/facebook-privacy-hearings.html
5acdcea5068401528a2a6f2f,1470,By JULIE LASKY,article,"A Warm Embrace, Except if You’re a Pedestrian","['Real Estate and Housing (Residential)', 'Syosset (NY)']",66,RealEstate,14,2018-04-11 09:00:18,Unknown,"Less than an hour’s commute from New York City, Syosset has a diverse population and a welcoming community that is “comfortable, down to earth.”",The New York Times,News,https://www.nytimes.com/2018/04/11/realestate/living-in-syosset-ny.html
5acdce9e068401528a2a6f26,2057,"By CECILIA KANG, TIFFANY HSU, KEVIN ROOSE, NATASHA SINGER and MATTHEW ROSENBERG",article,Unknown,"['Data-Mining and Database Marketing', 'Facebook Inc', 'Zuckerberg, Mark E', 'United States Politics and Government', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Cambridge Analytica', 'House Committee on Energy and Commerce']",66,Washington,0,2018-04-11 09:00:10,Politics,Mr. Zuckerberg testified before the House Energy and Commerce Committee on his second and final day of congressional testimony over Facebook’s handling of user data.,The New York Times,News,https://www.nytimes.com/2018/04/11/us/politics/zuckerberg-facebook-cambridge-analytica.html
5acdce9e068401528a2a6f25,1554,By ALAN BLINDER,article,"In Reddest Rural Districts, Democratic Candidates Defying the N.R.A.","['Gun Control', 'National Rifle Assn', 'Midterm Elections (2018)', 'Republican Party', 'Democratic Party', 'Rural Areas', 'United States Politics and Government', 'Elections, House of Representatives', 'Elections, Governors', 'Montana']",68,National,20,2018-04-11 09:00:08,Unknown,"Sensing a shift in the political winds, candidates in rural and red states, many of them pro-gun Democrats, are willing to break with the National Rifle Association.",The New York Times,News,https://www.nytimes.com/2018/04/11/us/nra-midterm-elections.html
5acdcea3068401528a2a6f2c,9887,By LINDA VILLAROSA,article,The Hidden Toll,"['Blacks', 'Infant Mortality', 'Maternal Mortality', 'Pregnancy and Childbirth', 'Premature Babies', 'Stillbirth', 'Preeclampsia', 'Babies and Infants', 'Midwives and Doulas', 'Anxiety and Stress', 'Discrimination', 'Williams, Serena', 'United States']",66,Magazine,0,2018-04-11 09:00:08,Unknown,The answer to the disparity in death rates has everything to do with the lived experience of being a black woman in America.,The New York Times,News,https://www.nytimes.com/2018/04/11/magazine/black-mothers-babies-death-maternal-mortality.html
5acdce9c068401528a2a6f1c,1615,By ALEXIS SOLOSKI,article,"Answering a Calling, Her Way","['Theater', 'Actors and Actresses', 'Friedman, Samuel J, Theater', 'Manhattan Theater Club', 'Rashad, Condola', 'Shaw, George Bernard', 'Sullivan, Daniel J', 'Joan of Arc', 'Billions (TV Program)', 'Saint Joan (Play)', 'Stick Fly (Play)', 'The Trip to Bountiful (Play)', ""A Doll's House, Part 2 (Play)""]",68,Arts&Leisure,13,2018-04-11 09:00:01,Unknown,"In “Saint Joan,” Condola Rashad tackles a classic role. But she’s interested in the woman, not the symbol.",The New York Times,News,https://www.nytimes.com/2018/04/11/theater/condola-rashad-saint-joan-broadway.html
5acdcc0c068401528a2a6f00,918,By GIOVANNI RUSSONELLO,article,Seth Meyers Wonders if the Cohen Raid Spells Doom for the President,"['Cohen, Michael D (1966- )', 'Meyers, Seth', 'Clifford, Stephanie (1979- )', 'Colbert, Stephen', 'Carlson, Tucker', 'Zuckerberg, Mark E', 'Noah, Trevor (1984- )', 'Late Night with Seth Meyers (TV Program)', 'Conan (TV Program)', 'Late Show with Stephen Colbert (TV Program)', 'The Daily Show with Trevor Noah (TV Program)']",66,Culture,0,2018-04-11 08:49:13,Television,"“This is like the series finale of a TV show where they try to tie all the different plot lines together,” the “Late Night” host said.",The New York Times,News,https://www.nytimes.com/2018/04/11/arts/television/seth-meyers-cohen-raid-trump.html
5acdc173068401528a2a6eba,501,By NATALIE PROULX,article,Is It Wrong to Focus on Animal Welfare When Humans Are Suffering?,[],0,Learning,0,2018-04-11 08:04:00,Unknown,Why do you think many people are more empathetic toward the suffering of animals than that of people?,The New York Times,News,https://www.nytimes.com/2018/04/11/learning/is-it-wrong-to-focus-on-animal-welfare-when-humans-are-suffering.html
5acdc084068401528a2a6eb5,780,By RENA SILVERMAN,article,Brassai: The ‘Eye of Paris’,"['Art', 'Brassai', 'Photography', 'Europe', 'Paris (France)']",68,Photo,0,2018-04-11 08:00:01,Unknown,"While in Paris, photography became Brassai's main language as he wandered through bars, ballrooms and occasionally brothels, sometimes giving direction to his subjects.",The New York Times,News,https://www.nytimes.com/2018/04/11/lens/brassai-the-eye-of-paris.html
5acdb32a068401528a2a6e5e,417,By CAROLINE CROSSON GILPIN,article,Teaching Activities for: ‘That Python in the Pet Store? It May Have Been Snatched From the Wild’,[],64,Learning,0,2018-04-11 07:03:00,Unknown,How and why are so many exotic animals illegally brought to the United States to be sold as pets?,The New York Times,News,https://www.nytimes.com/2018/04/11/learning/teaching-activities-for-that-python-in-the-pet-store-it-may-have-been-snatched-from-the-wild.html
5acdb327068401528a2a6e5d,53,By NATALIE PROULX,article,Smells and Memories,[],66,Learning,0,2018-04-11 07:03:00,Unknown,What smells remind you of home and why?,The New York Times,News,https://www.nytimes.com/2018/04/11/learning/smells-and-memories.html
5acd6c24068401528a2a6c8b,698,By DEB AMLEN,article,Classic Work,"['Crossword Puzzles', 'Classical Music']",68,Games,0,2018-04-11 02:00:01,Unknown,Keiran King makes his New York Times debut in a classic way.,The New York Times,News,https://www.nytimes.com/2018/04/10/crosswords/daily-puzzle-2018-04-11.html
5acd68a6068401528a2a6c70,515,By ALEXIS SOLOSKI,article,"The Subway Is on Time. For All Else, Just Wait.","['Theater', 'Dutch Masters (Play)', 'Keller, Greg', 'Partial Comfort Productions', 'Holland, Andre (1979- )']",68,Culture,2,2018-04-11 01:45:04,Unknown,Greg Keller’s two-character play encourages the audience to wonder: Just what’s up with that guy nearby?,The New York Times,Review,https://www.nytimes.com/2018/04/10/theater/review-dutch-masters-andre-holland-greg-keller.html
5acd56be068401528a2a6ba7,1479,"By MIKE McINTIRE, JIM RUTENBERG and MAGGIE HABERMAN",article,A Legal Attack Dog’s Seized Files Could Bite His Client,"['Cohen, Michael D (1966- )', 'Trump, Donald J', 'Federal Bureau of Investigation', 'United States Politics and Government', 'Special Prosecutors (Independent Counsel)', 'Clifford, Stephanie (1979- )', 'American Media Inc', 'McDougal, Karen (1971- )', 'Adultery', 'Sater, Felix H', 'Putin, Vladimir V', 'Mueller, Robert S III', 'Russian Interference in 2016 US Elections and Ties to Trump Associates']",68,Investigative,1,2018-04-11 00:28:38,Politics,"A series of disclosures have revealed the unusual range of Michael D. Cohen’s portfolio, and a federal investigation poses a legal threat to him and possibly his client, the president.",The New York Times,News,https://www.nytimes.com/2018/04/10/us/politics/michael-cohen-trump.html
5acd4b31068401528a2a6ae3,959,By WALTER F. MONDALE,article,The Civil Rights Law We Ignored,"['Fair Housing Act (1968)', 'Civil Rights and Liberties', 'Law and Legislation', 'United States Politics and Government', 'Affordable Housing', 'Civil Rights Movement (1954-68)', 'House of Representatives', 'Senate', 'Housing and Urban Development Department']",67,OpEd,27,2018-04-10 23:39:27,Unknown,The Fair Housing Act of 1968 provided powerful tools for ending segregation. We just have to use them.,The New York Times,Op-Ed,https://www.nytimes.com/2018/04/10/opinion/walter-mondale-fair-housing-act.html
5acd4a8a068401528a2a6ada,644,By JOANNA KLEIN,article,Clown Fish Need More Energy to Live in a Bleached Home,"['Fish and Other Marine Life', 'Oceans and Seas', 'Proceedings of the Royal Society B (Journal)', 'Global Warming']",68,Science,0,2018-04-10 23:36:40,Unknown,"Warmer oceans can bleach sea anemones, not just coral. The clown fish that rely on these stinging animals for shelter become very stressed out, scientists report.",The New York Times,News,https://www.nytimes.com/2018/04/10/science/clownfish-anemones-bleaching.html
5acd435f068401528a2a6a35,984,By MAGGIE HABERMAN and MICHAEL S. SCHMIDT,article,"Trump, Angry About Reports of Subpoenas, Nearly Fired Mueller in December","['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Trump, Donald J', 'Mueller, Robert S III', 'Federal Bureau of Investigation', 'McGahn, Donald F II', 'Rosenstein, Rod J', 'Special Prosecutors (Independent Counsel)', 'United States Politics and Government', 'Deutsche Bank AG', 'Justice Department']",68,Washington,18,2018-04-10 23:06:05,Politics,The episode was the second time President Trump is now known to have considered taking steps to shut down the special counsel investigation.,The New York Times,News,https://www.nytimes.com/2018/04/10/us/politics/trump-sought-to-fire-mueller-in-december.html
5acd3aeb068401528a2a69d7,281,By NICHOLAS BAKALAR,article,Traumatic Brain Injuries Are Tied to Dementia,"['Concussions', 'Dementia', 'Sports Injuries', 'Brain']",55,Well,0,2018-04-10 22:30:01,Mind,Even a single mild concussion was tied to an increased risk of dementia.,The New York Times,News,https://www.nytimes.com/2018/04/10/well/mind/traumatic-brain-injuries-are-tied-to-dementia.html
5acd33e3068401528a2a6969,181,By ALVINA LAI,article,Salt and Pepper,"['Brooklyn Botanic Garden', 'Battery Maritime Building (Manhattan, NY)', 'Governors Island (Manhattan, NY)']",0,Metro,18,2018-04-10 22:00:01,Unknown,Running into a sort of familiar face twice in one week.,The New York Times,News,https://www.nytimes.com/2018/04/10/nyregion/metropolitan-diary-salt-and-pepper-hair.html
5acd2e87068401528a2a690c,904,By THE EDITORIAL BOARD,article,"The Law Is Coming, Mr. Trump","['Trump, Donald J', 'United States Politics and Government', 'Campaign Finance', 'Cohen, Michael D (1966- )', 'McDougal, Karen (1971- )', 'Clifford, Stephanie (1979- )', 'Manafort, Paul J', 'Pinchuk, Victor M', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Federal Bureau of Investigation']",66,Editorial,26,2018-04-10 21:37:09,Unknown,"Donald Trump has spent his whole career in the company of grifters, cons and crooks. Now that he’s president, that strategy isn’t working — for him or for the country.",The New York Times,Editorial,https://www.nytimes.com/2018/04/10/opinion/trump-michael-cohen-raid.html
5acd0d2f068401528a2a6743,953,By PARUL SEHGAL,article,You’re Going to Die. Just Face It Already.,"['Natural Causes: An Epidemic of Wellness, the Certainty of Dying, and Killing Ourselves to Live Longer (Book)', 'Ehrenreich, Barbara', 'Medicine and Health', 'Books and Literature']",65,Culture,5,2018-04-10 19:14:50,Unknown,"In “Natural Causes,” Ehrenreich assails the American conflation of health with virtue and offers charming contrarian thoughts about the wellness movement.",The New York Times,Review,https://www.nytimes.com/2018/04/10/books/review-natural-causes-barbara-ehrenreich.html
5acd0443068401528a2a669b,890,By ALAN FEUER,article,"The Lavish, Gory Case Against El Chapo","['Guzman Loera, Joaquin', 'Drug Cartels', 'Drug Abuse and Traffic', 'Smuggling', 'Murders, Attempted Murders and Homicides']",65,Metro,23,2018-04-10 18:36:49,Unknown,"In a new filing, federal prosecutors in Brooklyn offered the first detailed look at the evidence they plan to present against the Mexican drug lord.",The New York Times,News,https://www.nytimes.com/2018/04/10/nyregion/prosecution-evidence-against-el-chapo.html
5acd02ab068401528a2a6684,1027,By QUINTA JURECIC,article,It’s Mueller Who’s Draining the Swamp,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Campaign Finance', 'Presidential Election of 2016', 'Corruption (Institutional)', 'Politics and Government', 'Regulation and Deregulation of Industry', 'Special Prosecutors (Independent Counsel)', 'Watergate Affair', 'Lobbying and Lobbyists', 'Federal Bureau of Investigation', 'Clifford, Stephanie (1979- )', 'Cohen, Michael D (1966- )', 'Manafort, Paul J', 'Mueller, Robert S III', 'Nixon, Richard Milhous', 'Trump, Donald J', 'Washington (DC)', 'United States']",68,OpEd,31,2018-04-10 18:30:01,Unknown,"The special counsel, avatar of justice, is revealing the depth of white-collar corruption before our eyes.",The New York Times,Op-Ed,https://www.nytimes.com/2018/04/10/opinion/donald-trump-robert-mueller-russia.html
5accf5d5068401528a2a65fc,770,By MANOHLA DARGIS,article,He Was Out of the Game. Then a War Zone Called.,"['Movies', 'Beirut (Movie)', 'Anderson, Brad (1964- )', 'Hamm, Jon', 'Gilroy, Tony', 'Pike, Rosamund']",68,Culture,1,2018-04-10 17:35:14,Unknown,Jon Hamm plays a former diplomat who returns to Beirut to help rescue a C.I.A. spy in a thriller written by Tony Gilroy (“Bourne”).,The New York Times,Review,https://www.nytimes.com/2018/04/10/movies/beirut-review-jon-hamm.html
5accef7f068401528a2a65a1,1314,By MAX FISHER,article,America’s Three Bad Options in Syria,"['United States Defense and Military Forces', 'United States International Relations', 'Biological and Chemical Warfare', 'Defense and Military Forces', 'Assad, Bashar al-', 'Obama, Barack', 'Trump, Donald J', 'Russia', 'Syria']",66,Foreign,0,2018-04-10 17:08:13,Middle East,Two of the ways the United States could respond to fresh reports of a chemical weapons attack would have little effect. The third could be disastrous.,The New York Times,News,https://www.nytimes.com/2018/04/10/world/middleeast/syria-us-chemical-weapons.html
5accea7b068401528a2a656a,1210,By EDUARDO PORTER,article,‘How Long Can We Last?’ Trump’s Steel Tariffs Hit Home,"['International Trade and World Market', 'Customs (Tariff)', 'United States Economy', 'Protectionism (Trade)', 'Factories and Manufacturing', 'Steel and Iron', 'Trump, Donald J', 'CP Industries Inc', 'Prices (Fares, Fees and Rates)', 'China']",68,Business,1,2018-04-10 16:46:49,Economy,A Pennsylvania manufacturer that relies on Chinese steel pipe has few alternative sources — and now its Chinese rival may gain an advantage.,The New York Times,News,https://www.nytimes.com/2018/04/10/business/economy/tariffs-steel.html
5acce705068401528a2a650e,1132,By ERICA L. GREEN,article,Justice Dept. Investigates Early College Admissions,"['Admissions Standards', 'Colleges and Universities', 'Financial Aid (Education)', 'Antitrust Laws and Competition Issues', 'Justice Department', 'Ivy League', 'Amherst College']",68,Washington,12,2018-04-10 16:32:02,Politics,"Justice’s Antitrust Division is looking into the way colleges and universities use the early decision application process, possibly with an eye on collusion.",The New York Times,News,https://www.nytimes.com/2018/04/10/us/politics/justice-department-probe-college-early-decision.html
5accdc78068401528a2a6431,653,By ROBERT SIMONSON,article,A Tiki Bar for a Less-Than-Tropical Island,"['Polynesian, The (Manhattan, NY, Bar)', 'Bars and Nightclubs', 'Cocktails and Mixed Drinks', 'Major Food Group', 'Midtown Area (Manhattan, NY)']",68,Dining,4,2018-04-10 15:47:01,"Wine, Beer & Cocktails","Major Food Group is about to open the Polynesian, with a bartender steeped in the Technicolor aesthetic.",The New York Times,News,https://www.nytimes.com/2018/04/10/dining/drinks/tiki-bar-polynesian.html
5accdbbf068401528a2a642a,1529,"By MICHAEL D. SHEAR, MATT APUZZO and SHARON LaFRANIERE",article,Target of Raids Was Money Paid to Hush Women,"['Trump, Donald J', 'Clifford, Stephanie (1979- )', 'McDougal, Karen (1971- )', 'American Media Inc', 'Adultery', 'United States Politics and Government', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Justice Department', 'Cohen, Michael D (1966- )', 'Mueller, Robert S III', 'Rosenstein, Rod J', 'Federal Bureau of Investigation', 'Presidential Election of 2016', 'Campaign Finance']",68,Washington,1,2018-04-10 15:43:57,Politics,"The early-morning searches enraged the president, associates said, and he is said to be considering whether to fire Rod J. Rosenstein, the deputy attorney general.",The New York Times,News,https://www.nytimes.com/2018/04/10/us/politics/trump-russia-mueller-rosenstein.html
5accd614068401528a2a63e8,808,By FRANK BRUNI,article,Trump Fumes; We Should  Be Trembling,"['Trump, Donald J', 'Cohen, Michael D (1966- )', 'Federal Bureau of Investigation', 'McDougal, Karen (1971- )', 'Clifford, Stephanie (1979- )', 'United States Politics and Government', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Mueller, Robert S III']",68,OpEd,27,2018-04-10 15:19:46,Unknown,The president’s sense of persecution reaches dangerous heights after a raid on his lawyer’s office.,The New York Times,Op-Ed,https://www.nytimes.com/2018/04/10/opinion/trump-lawyer-cohen-mueller.html
5accd3ce068401528a2a63cd,1655,By PETE WELLS,article,Not Screaming for Ice Cream,"['Restaurants', 'Ice Cream and Frozen Desserts', 'New York City', 'Narcissa (Manhattan, NY, Restaurant)', 'Pool (Manhattan, NY, Restaurant)', 'Uncle Boons (Manhattan, NY, Restaurant)', '4 Charles Prime Rib (Manhattan, NY, Restaurant)', 'Office NYC (Manhattan, NY, Restaurant)']",68,Dining,1,2018-04-10 15:10:03,Unknown,This childhood treat has stormed New York restaurant menus. Our critic isn’t having it.,The New York Times,News,https://www.nytimes.com/2018/04/10/dining/ice-cream-sundaes-restaurants-new-york.html
5acccfbd068401528a2a639f,1032,By MARK LANDLER,article,Top Trump Homeland Security Adviser Is Forced Out as Bolton Settles In,"['United States Politics and Government', 'National Security Council', 'Bolton, John R', 'Bossert, Thomas P', 'Trump, Donald J']",68,Washington,13,2018-04-10 14:52:43,Politics,The departure of Mr. Bossert coincided with the arrival of John R. Bolton as the president’s national security adviser.,The New York Times,News,https://www.nytimes.com/2018/04/10/us/politics/tom-bossert-trump-homeland-security.html
5accc994068401528a2a635e,967,By HEATHER MURPHY,article,Unknown,"['Psychology and Psychologists', 'Art', 'Brain', 'Memory', 'Proceedings of the Royal Society B (Journal)', 'Christensen, Julia F', 'Nadal, Marcos', 'Skov, Martin']",66,Science,0,2018-04-10 14:26:25,Unknown,The question of whether the benefit from viewing a da Vinci is different from enjoying a visit to Pornhub or McDonald’s is dividing psychologists and neuroscientists.,The New York Times,News,https://www.nytimes.com/2018/04/10/science/pleasure-art-sex-food-drugs.html
5accbbac068401528a2a62b2,1156,By BEN C. SOLOMON and FELIPE VILLAMOR,article,Filipinos Find Their Home City in Tatters,"['vis-photo', 'Marawi (Philippines)', 'Duterte, Rodrigo', 'Xi Jinping', 'Islamic State in Iraq and Syria (ISIS)', 'Infrastructure (Public Works)']",68,Foreign,6,2018-04-10 13:27:06,Asia Pacific,"Marawi, devastated in fighting with militants last year, will be rebuilt by a Chinese-led consortium. We visited the city as residents sifted through the wreckage.",The New York Times,News,https://www.nytimes.com/2018/04/10/world/asia/marawi-duterte-china-rebuilding.html
5accbb6b068401528a2a62af,1017,By JULIE HIRSCHFELD DAVIS,article,"President Calls Off  Trip to Latin America, Citing Crisis in Syria","['United States International Relations', 'Federal Bureau of Investigation', 'Trump, Donald J', 'Latin America', 'Russian Interference in 2016 US Elections and Ties to Trump Associates']",66,Washington,9,2018-04-10 13:25:59,Americas,"White House officials said the president wanted to stay in the United States to oversee the Syria response, but the cancellation also came a day after an F.B.I. raid on his lawyer.",The New York Times,News,https://www.nytimes.com/2018/04/10/us/politics/trump-cancels-trip-latin-america-crisis-syria.html
5accb633068401528a2a6279,1071,By EMILY BADGER and INYOUNG KANG,article,Unknown,[],68,National,0,2018-04-10 13:03:43,Unknown,"Tuesday: The state’s steep housing costs and strong safety nets, a record-breaking spring heat wave, and re-entering life in Stockton after a stint behind bars.",The New York Times,briefing,https://www.nytimes.com/2018/04/10/us/california-today-housing-eviction.html
5acc9a82068401528a2a6188,1417,By ERICA GOODE,article,Climate Skeptics Say Polar Bears Are Fine. Scientists Beg to Differ.,"['Polar Bears', 'Global Warming', 'Arctic Regions', 'BioScience (Journal)', 'Polar Bear Science', 'Crockford, Susan J', 'Endangered and Extinct Species']",65,Climate,7,2018-04-10 11:05:37,Unknown,"In a new study, researchers single out a blog run by a Canadian zoologist as a primary source of dubious information about the status of polar bears.",The New York Times,News,https://www.nytimes.com/2018/04/10/climate/polar-bears-climate-deniers.html
5acc8b24068401528a2a60d9,1178,By WENDY MOGEL,article,Should We Speak to Little Boys as We Do Little Dogs?,"['Parenting', 'Homework', 'Children and Childhood', 'Families and Family Life', 'Men and Boys']",68,Well,0,2018-04-10 10:00:01,Family,We speak to our little dogs much more lovingly than we do to our little boys. How can we change that?,The New York Times,News,https://www.nytimes.com/2018/04/10/well/family/whos-a-good-boy.html
5acc8b24068401528a2a60d8,1177,By ALEXANDRA S. LEVINE,article,Unknown,['New York City'],68,Metro,0,2018-04-10 10:00:01,Unknown,"Tuesday: Unusual spring weather, a death cafe in Brooklyn, and Equal Pay Day.",The New York Times,briefing,https://www.nytimes.com/2018/04/10/nyregion/new-york-today-winter-in-spring.html
5acc841e068401528a2a6091,951,By MARK PENN,article,How to Make Facebook More Accountable,"['News and News Media', 'Computers and the Internet', 'Social Media', 'Regulation and Deregulation of Industry', 'Facebook Inc', 'Google Inc', 'Zuckerberg, Mark E']",68,OpEd,0,2018-04-10 09:30:04,Unknown,Facebook and other major internet companies should take responsibility for their news content or else license media companies to do it for them.,The New York Times,Op-Ed,https://www.nytimes.com/2018/04/10/opinion/facebook-zuckerberg-privacy.html
5acc841e068401528a2a6093,1127,By VERONIQUE de RUGY,article,How Trump Misunderstands Trade,"['United States Economy', 'International Trade and World Market', 'Budgets and Budgeting', 'Gross Domestic Product', 'Commerce Department', 'Smith, Adam (1723-90)', 'Trump, Donald J', 'China', 'United States']",68,OpEd,0,2018-04-10 09:30:04,Unknown,Americans have plenty of things to worry about — trade deficits shouldn’t be one of them.,The New York Times,Op-Ed,https://www.nytimes.com/2018/04/10/opinion/trump-china-trade-deficit.html
5acc7e75068401528a2a606c,607,By GIOVANNI RUSSONELLO,article,Stephen Colbert Imagines How the Michael Cohen F.B.I. Raid Went,"['Cohen, Michael D (1966- )', 'Clifford, Stephanie (1979- )', 'Colbert, Stephen', 'Kimmel, Jimmy', 'Late Night with Seth Meyers (TV Program)', 'Fallon, Jimmy', 'Late Show with Stephen Colbert (TV Program)', 'Saturday Night Live (TV Program)', 'The Tonight Show (TV Program)']",66,Culture,0,2018-04-10 09:05:55,Television,Mr. Colbert and other late-night hosts focused on a news story that united two favorite topics: the Russia investigation and the Stormy Daniels scandal.,The New York Times,News,https://www.nytimes.com/2018/04/10/arts/television/stephen-colbert-michael-cohen-raid-stormy-daniels.html
5acc7d7d068401528a2a605c,820,By TIM McKEOUGH,article,Diving Into a Gut Renovation With Gusto,"['Home Repairs and Improvements', 'Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Furniture', 'Design', 'Upper West Side (Manhattan, NY)']",68,RealEstate,12,2018-04-10 09:01:47,Unknown,"For most people, remodeling is stressful and disruptive. But for a few homeowners, it’s a passion.",The New York Times,News,https://www.nytimes.com/2018/04/10/realestate/renovation-upper-west-side-manhattan.html
5acc7d25068401528a2a6059,2161,By JOHN ISMAY,article,Rhodesia’s Dead — but White Supremacists Have Given It New Life Online,"['Rhodesia', 'Whites', 'Social Media', 'Fringe Groups and Movements', 'Roof, Dylann Storm', 'Race and Ethnicity', 'Zimbabwe', 'Instagram Inc']",66,Magazine,0,2018-04-10 09:00:14,Unknown,"Through memes and apparel, the far-right has found new ways to drum up racist sentiment, harking back to colonial Africa.",The New York Times,News,https://www.nytimes.com/2018/04/10/magazine/rhodesia-zimbabwe-white-supremacists.html
5acc7d25068401528a2a6053,1347,By JOHN HERRMAN,article,Cambridge Analytica and the Coming Data Bust,"['Data-Mining and Database Marketing', 'Computers and the Internet', 'Social Media', 'Cambridge Analytica', 'Facebook Inc']",66,Magazine,12,2018-04-10 09:00:14,Unknown,The scandal revealed just how much we’d come to trust Facebook — and clarified what the company is really capable of.,The New York Times,News,https://www.nytimes.com/2018/04/10/magazine/cambridge-analytica-and-the-coming-data-bust.html
5acc7d25068401528a2a6055,1467,By ELISA GABBERT,article,Crash Course,"['Disasters and Emergencies', 'Aviation Accidents, Safety and Disasters', 'Accidents and Safety', 'Challenger (Space Shuttle)', 'School Shootings and Armed Attacks']",66,Magazine,9,2018-04-10 09:00:11,Unknown,It has little to do with lives lost or damage done — and everything to do with the stories we want to tell about ourselves.,The New York Times,News,https://www.nytimes.com/2018/04/10/magazine/what-separates-ordinary-bad-news-from-true-disaster.html
5acc7d24068401528a2a6052,1750,By TIMOTHY WILLIAMS and RICHARD A. OPPEL Jr,article,"Escapes, Riots, Beatings: Behind Bars in Private Prisons","['Prisons and Prisoners', 'Privatization', 'GEO Group Inc', 'Management & Training Corp', 'Corrections Corporation of America', 'Government Contracts and Procurement', 'Civil Rights and Liberties', 'American Civil Liberties Union', 'East Mississippi Correctional Facility', 'Center for Responsive Politics', 'Southern Poverty Law Center', 'Mississippi', 'Florida', 'Hawaii', 'Arizona', 'New Mexico', 'States (US)']",68,National,11,2018-04-10 09:00:11,Unknown,"Despite large-scale failures, states that try to swear off the use of private prisons find few alternatives.",The New York Times,News,https://www.nytimes.com/2018/04/10/us/private-prisons-escapes-riots.html
5acc7d25068401528a2a6057,2075,By THE NEW YORK TIMES,article,Unknown,"['United States Politics and Government', 'Politics and Government', 'News and News Media', 'Privacy', 'Computers and the Internet', 'Cambridge Analytica', 'Zuckerberg, Mark E', 'Silicon Valley (Calif)']",68,Washington,0,2018-04-10 09:00:10,Politics,"Facebook’s chief executive, Mark Zuckerberg, began the first of two marathon hearings, answering tough questions on the company’s mishandling of data in a series of debacles over the past year.",The New York Times,News,https://www.nytimes.com/2018/04/10/us/politics/mark-zuckerberg-testimony.html
5acc7d22068401528a2a6050,1324,By MEREDITH MENDELSOHN,article,"Soup’s On, With a Side of Art","['Navarro, Eduardo (1979- )', 'Art', 'Soups', 'Drawing Center (Manhattan, NY)']",68,Weekend,17,2018-04-10 09:00:09,Art & Design,"Eduardo Navarro placed a paper in our cream of broccoli soup. “Perhaps if you truly want to understand a drawing,” he said, “you have to just eat it.”",The New York Times,News,https://www.nytimes.com/2018/04/10/arts/design/eduardo-navarro-edible-art-drawing-center.html
5acc7d21068401528a2a604f,1657,By JADA YUAN,article,"Beautiful, Complicated Bogotá: A Traveler’s Starter Kit ","['Travel and Vacations', 'Bogota (Colombia)']",66,Travel,0,2018-04-10 09:00:09,Unknown,"Richness is everywhere in the Colombian capital, from vivid street art to what may be the gaudiest restaurant you’ve ever seen. ",The New York Times,News,https://www.nytimes.com/2018/04/10/travel/bogota-colombia-52-places.html
5acc7d21068401528a2a6049,2530,By JULIET MACUR and JOHN BRANCH,article,"Groped by Fans, Pro Cheerleaders Say Bosses Have Advice: Smile","['Cheerleaders', 'Sexual Harassment', 'Workplace Hazards and Violations', 'National Football League', 'Carolina Panthers', 'Cincinnati Bengals', 'Cleveland Cavaliers', 'National Basketball Assn', 'National Hockey League', 'New Orleans Saints', 'Davis, Bailey', 'Football', 'Basketball', 'Hockey, Ice']",67,Sports,1,2018-04-10 09:00:08,Unknown,Many women who work for professional sports teams dread being sent to interact with fans at games and promotional events: “It’s literally like you’re calling for an escort.”,The New York Times,News,https://www.nytimes.com/2018/04/10/sports/cheerleaders-nfl.html
5acc7d21068401528a2a604d,1136,By KWAME ANTHONY APPIAH,article,I Disapprove Of School Vouchers. Can I Still Apply For Them?,"['Education (K-12)', 'Private and Sectarian Schools', 'Vouchers', 'Tax Credits, Deductions and Exemptions', 'Income Tax']",66,Magazine,16,2018-04-10 09:00:08,Unknown,The magazine’s Ethicist columnist on reconciling your belief in the value of public education with sending your own children to private school.,The New York Times,News,https://www.nytimes.com/2018/04/10/magazine/i-disapprove-of-school-vouchers-can-i-still-apply-for-them.html
